source_analysis_id	source_seqid	matched_seqid	source_target_symbol	source_label	trait_ontology_name	trait_ontology_id	target_full_name	entrez_id	ensembl_gene_id	gene_name	chromosome	gene_start	gene_end	strand	gene_biotype	genome_build	is_primary_chromosome	mhc	target_resolution_method	target_resolution_notes	mapping_status	mapping_source	somascan_db_version	coordinate_source	coordinate_source_url
GCST90242151	5909-51	5909-51	NME1	Nucleoside diphosphate kinase A levels (NME1.5909.51.3)	nucleoside diphosphate kinase A measurement	http://www.ebi.ac.uk/efo/EFO_0009947	Nucleoside diphosphate kinase A	4830	ENSG00000239672	NME1	17	51152949	51162737	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242152	4249-64	4249-64	NME2	Nucleoside diphosphate kinase B levels (NME2.4249.64.2)	nucleoside diphosphate kinase B measurement	http://www.ebi.ac.uk/efo/EFO_0020615	Nucleoside diphosphate kinase B	4831	ENSG00000243678	NME2	17	51163013	51184297	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242153	7872-5		NUDT8	Nucleoside diphosphate-linked moiety X motif 8, mitochondrial levels (NUDT8.7872.5.3)	nucleoside diphosphate-linked moiety X motif 8, mitochondrial measurement	http://www.ebi.ac.uk/efo/EFO_0802826			ENSG00000167799	NUDT8	11	67627937	67630112	-1	protein_coding	GRCh38	TRUE	FALSE	ensembl_hgnc_symbol	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to Ensembl HGNC symbol	mapped_to_ensembl	GWAS Catalog trait symbol		Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242154	13529-39	13529-39	NAP1L2	Nucleosome assembly protein 1-like 2 levels (NAP1L2.13529.39.3)	nucleosome assembly protein 1-like 2 measurement	http://www.ebi.ac.uk/efo/EFO_0801857	Nucleosome assembly protein 1-like 2	4674	ENSG00000186462	NAP1L2	X	73212299	73215239	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242155	13464-8	13464-8	NRAC	Nutritionally-regulated adipose and cardiac enriched protein homolog levels (NRAC.13464.8.3)	nutritionally-regulated adipose and cardiac enriched protein homolog measurement	http://www.ebi.ac.uk/efo/EFO_0803300	Nutritionally-regulated adipose and cardiac enriched protein homolog	400258	ENSG00000184601	C14orf180	14	104579550	104590515	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242156	13653-335	13653-335	MACROD1	O-acetyl-ADP-ribose deacetylase MACROD1 levels (MACROD1.13653.335.3)	o-acetyl-ADP-ribose deacetylase MACROD1 measurement	http://www.ebi.ac.uk/efo/EFO_0802827	O-acetyl-ADP-ribose deacetylase MACROD1	28992	ENSG00000133315	MACROD1	11	63998553	64166501	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242157	12659-13	12659-13	OLA1	Obg-like ATPase 1 levels (OLA1.12659.13.3)	obg-like ATPase 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801858	Obg-like ATPase 1	29789	ENSG00000138430	OLA1	2	174072447	174248661	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242158	3635-76	3635-76	OCIAD1	OCIA domain-containing protein 1 levels (OCIAD1.3635.76.4)	OCIA domain-containing protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0008252	OCIA domain-containing protein 1	54940	ENSG00000109180	OCIAD1	4	48805139	48934934	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242159	6526-77	6526-77	OBP2A	Odorant-binding protein 2a levels (OBP2A.6526.77.3)	odorant-binding protein 2a measurement	http://www.ebi.ac.uk/efo/EFO_0802828	Odorant-binding protein 2a	29991	ENSG00000122136	OBP2A	9	135545504	135549969	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242160	5680-54	5680-54	OBP2B	Odorant-binding protein 2b levels (OBP2B.5680.54.3)	odorant-binding protein 2b measurement	http://www.ebi.ac.uk/efo/EFO_0801859	Odorant-binding protein 2b	29989	ENSG00000171102	OBP2B	9	133205277	133209309	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242161	8660-33	8660-33	OLFML3	Olfactomedin-like protein 3 levels (OLFML3.8660.33.3)	olfactomedin-like protein 3 measurement	http://www.ebi.ac.uk/efo/EFO_0802829	Olfactomedin-like protein 3	56944	ENSG00000116774	OLFML3	1	113979024	114035572	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242162	8660-5	8660-5	OLFML3	Olfactomedin-like protein 3 levels (OLFML3.8660.5.3)	olfactomedin-like protein 3 measurement	http://www.ebi.ac.uk/efo/EFO_0802829	Olfactomedin-like protein 3	56944	ENSG00000116774	OLFML3	1	113979024	114035572	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242163	12591-27	12591-27	OPHN1	Oligophrenin-1 levels (OPHN1.12591.27.3)	oligophrenin-1 measurement	http://www.ebi.ac.uk/efo/EFO_0802830	Oligophrenin-1	4983	ENSG00000079482	OPHN1	X	67949349	68434120	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242164	13590-1	13590-1	REXO2	Oligoribonuclease, mitochondrial levels (REXO2.13590.1.3)	oligoribonuclease, mitochondrial measurement	http://www.ebi.ac.uk/efo/EFO_0802831	Oligoribonuclease, mitochondrial	25996	ENSG00000076043	REXO2	11	114439359	114468149	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242165	2693-20	2693-20	OSM	Oncostatin-M levels (OSM.2693.20.3)	oncostatin-M measurement	http://www.ebi.ac.uk/efo/EFO_0010792	Oncostatin-M	5008	ENSG00000099985	OSM	22	30262829	30266858	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242166	14063-17	14063-17	OSM	Oncostatin-M levels (OSM.14063.17.3)	oncostatin-M measurement	http://www.ebi.ac.uk/efo/EFO_0010792	Oncostatin-M	5008	ENSG00000099985	OSM	22	30262829	30266858	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242167	10892-8	10892-8	OSMR	Oncostatin-M-specific receptor subunit beta levels (OSMR.10892.8.3)	oncostatin-M-specific receptor subunit beta measurement	http://www.ebi.ac.uk/efo/EFO_0801860	Oncostatin-M-specific receptor subunit beta	9180	ENSG00000145623	OSMR	5	38845826	38945596	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242168	7736-28	7736-28	OPALIN	Opalin levels (OPALIN.7736.28.3)	opalin measurement	http://www.ebi.ac.uk/efo/EFO_0801861	Opalin	93377	ENSG00000197430	OPALIN	10	96343216	96359365	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242169	3634-5	3634-5	OPCML	Opioid-binding protein/cell adhesion molecule levels (OPCML.3634.5.4)	opioid-binding protein/cell adhesion molecule measurement	http://www.ebi.ac.uk/efo/EFO_0020618	Opioid-binding protein/cell adhesion molecule	4978	ENSG00000183715	OPCML	11	132414977	133532539	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242170	6463-59	6463-59	QRFP	Orexigenic neuropeptide QRFP levels (QRFP.6463.59.3)	orexigenic neuropeptide QRFP measurement	http://www.ebi.ac.uk/efo/EFO_0802832	Orexigenic neuropeptide QRFP	347148	ENSG00000188710	QRFP	9	130892707	130896812	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242171	12389-4	12389-4	ORC6L	Origin recognition complex subunit 6 levels (ORC6L.12389.4.3)	origin recognition complex subunit 6 measurement	http://www.ebi.ac.uk/efo/EFO_0802833	Origin recognition complex subunit 6	23594	ENSG00000091651	ORC6	16	46689301	46698399	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242172	13689-2	13689-2	ODC1	Ornithine decarboxylase levels (ODC1.13689.2.3)	ornithine decarboxylase measurement	http://www.ebi.ac.uk/efo/EFO_0802835	Ornithine decarboxylase	4953	ENSG00000115758	ODC1	2	10435417	10450116	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242173	9893-27	9893-27	OAZ1	Ornithine decarboxylase antizyme 1 levels (OAZ1.9893.27.3)	ornithine decarboxylase antizyme 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802834	Ornithine decarboxylase antizyme 1	4946	ENSG00000104904	OAZ1	19	2269509	2273492	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242174	13056-18	13056-18	SLC6A16	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 levels (SLC6A16.13056.18.3)	orphan sodium- and chloride-dependent neurotransmitter transporter NTT5 measurement	http://www.ebi.ac.uk/efo/EFO_0802836	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5	28968	ENSG00000063127	SLC6A16	19	49289638	49325215	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242175	11067-13	11067-13	BGLAP	Osteocalcin levels (BGLAP.11067.13.3)	osteocalcin measurement	http://www.ebi.ac.uk/efo/EFO_0010232	Osteocalcin	632	ENSG00000242252	BGLAP	1	156242154	156243317	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242176	7116-31	7116-31	OSCAR	Osteoclast-associated immunoglobulin-like receptor levels (OSCAR.7116.31.3)	osteoclast-associated immunoglobulin-like receptor measurement	http://www.ebi.ac.uk/efo/EFO_0802837	Osteoclast-associated immunoglobulin-like receptor	126014	ENSG00000170909	OSCAR	19	54094668	54102692	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242177	7265-32	7265-32	OSTN	Osteocrin levels (OSTN.7265.32.3)	osteocrin measurement	http://www.ebi.ac.uk/efo/EFO_0802838	Osteocrin	344901	ENSG00000188729	OSTN	3	191199235	191265615	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242178	5358-3	5358-3	OMD	Osteomodulin levels (OMD.5358.3.3)	osteomodulin measurement	http://www.ebi.ac.uk/efo/EFO_0020619	Osteomodulin	4958	ENSG00000127083	OMD	9	92412034	92424481	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242179	6414-8	6414-8	OAF	Out at first protein homolog levels (OAF.6414.8.3)	out at first protein homolog measurement	http://www.ebi.ac.uk/efo/EFO_0801862	Out at first protein homolog	220323	ENSG00000184232	OAF	11	120210728	120231205	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242180	5112-73	5112-73	CD200	OX-2 membrane glycoprotein levels (CD200.5112.73.3)	OX-2 membrane glycoprotein amount	http://purl.obolibrary.org/obo/OBA_2050248	OX-2 membrane glycoprotein	4345	ENSG00000091972	CD200	3	112332235	112363181	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242181	3636-37	3636-37	OLR1	Oxidized low-density lipoprotein receptor 1 levels (OLR1.3636.37.4)	oxidized low-density lipoprotein receptor 1 amount	http://purl.obolibrary.org/obo/OBA_2050235	Oxidized low-density lipoprotein receptor 1	4973	ENSG00000173391	OLR1	12	10156240	10172143	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242182	7753-21	7753-21	HTATIP2	Oxidoreductase HTATIP2 levels (HTATIP2.7753.21.3)	oxidoreductase HTATIP2 measurement	http://www.ebi.ac.uk/efo/EFO_0801863	Oxidoreductase HTATIP2	10553	ENSG00000109854	HTATIP2	11	20355910	20384272	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242183	10630-5	10630-5	HTATIP2	Oxidoreductase HTATIP2 levels (HTATIP2.10630.5.3)	oxidoreductase HTATIP2 measurement	http://www.ebi.ac.uk/efo/EFO_0801863	Oxidoreductase HTATIP2	10553	ENSG00000109854	HTATIP2	11	20355910	20384272	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242184	12878-60	12878-60	OSBPL11	Oxysterol-binding protein-related protein 11 levels (OSBPL11.12878.60.3)	oxysterol-binding protein-related protein 11 measurement	http://www.ebi.ac.uk/efo/EFO_0801864	Oxysterol-binding protein-related protein 11	114885	ENSG00000144909	OSBPL11	3	125528210	125595592	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242185	9016-12	9016-12	NR1H2	Oxysterols receptor LXR-beta levels (NR1H2.9016.12.3)	oxysterols receptor LXR-beta measurement	http://www.ebi.ac.uk/efo/EFO_0801865	Oxysterols receptor LXR-beta	7376	ENSG00000131408	NR1H2	19	50329639	50383404	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242186	8257-71	8257-71	OXT	Oxytocin-neurophysin 1 levels (OXT.8257.71.3)	oxytocin-neurophysin 1 measurement	http://www.ebi.ac.uk/efo/EFO_0802839	Oxytocin-neurophysin 1	5020	ENSG00000101405	OXT	20	3071476	3072517	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242187	4154-57	4154-57	SELP	P-selectin levels (SELP.4154.57.2)	P-Selectin measurement	http://www.ebi.ac.uk/efo/EFO_0008254	P-selectin	6403	ENSG00000174175	SELP	1	169588421	169630193	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242188	11266-8	11266-8	SELPLG	P-selectin glycoprotein ligand 1 levels (SELPLG.11266.8.3)	P-selectin glycoprotein ligand 1 measurement	http://www.ebi.ac.uk/efo/EFO_0010922	P-selectin glycoprotein ligand 1:Extracellular domain	6404	ENSG00000110876	SELPLG	12	108620413	108633894	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242189	7233-73	7233-73	P2RX6	P2X purinoceptor 6 levels (P2RX6.7233.73.3)	P2X purinoceptor 6 measurement	http://www.ebi.ac.uk/efo/EFO_0802840	P2X purinoceptor 6	9127	ENSG00000099957	P2RX6	22	21009808	21028013	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242190	12593-33	12593-33	PDRG1	p53 and DNA damage-regulated protein 1 levels (PDRG1.12593.33.3)	p53 and DNA damage-regulated protein 1 measurement	http://www.ebi.ac.uk/efo/EFO_0803313	p53 and DNA damage-regulated protein 1	81572	ENSG00000088356	PDRG1	20	31944337	31952079	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242191	12398-15	12398-15	PAX4	Paired box protein Pax-4 levels (PAX4.12398.15.3)	paired box protein Pax-4 measurement	http://www.ebi.ac.uk/efo/EFO_0802841	Paired box protein Pax-4	5078	ENSG00000106331	PAX4	7	127610292	127618142	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242192	8683-119	10816-150	PILRA	Paired immunoglobulin-like type 2 receptor alpha levels (PILRA.8683.119.3)	paired immunoglobulin-like type 2 receptor alpha measurement	http://www.ebi.ac.uk/efo/EFO_0801866	Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14	29992	ENSG00000085514	PILRA	7	100367530	100400098	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242192	8683-119	6402-8	PILRA	Paired immunoglobulin-like type 2 receptor alpha levels (PILRA.8683.119.3)	paired immunoglobulin-like type 2 receptor alpha measurement	http://www.ebi.ac.uk/efo/EFO_0801866	Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-deltaTM	29992	ENSG00000085514	PILRA	7	100367530	100400098	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242192	8683-119	8825-4	PILRA	Paired immunoglobulin-like type 2 receptor alpha levels (PILRA.8683.119.3)	paired immunoglobulin-like type 2 receptor alpha measurement	http://www.ebi.ac.uk/efo/EFO_0801866	Paired immunoglobulin-like type 2 receptor alpha	29992	ENSG00000085514	PILRA	7	100367530	100400098	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_gene_name	source SeqId absent from current SomaScan.db; coordinate resolved by matching GWAS Catalog trait symbol to SomaScan.db gene_name	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242193	8825-4	8825-4	PILRA	Paired immunoglobulin-like type 2 receptor alpha levels (PILRA.8825.4.3)	paired immunoglobulin-like type 2 receptor alpha measurement	http://www.ebi.ac.uk/efo/EFO_0801866	Paired immunoglobulin-like type 2 receptor alpha	29992	ENSG00000085514	PILRA	7	100367530	100400098	1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242194	8252-2	8252-2	NOTUM	Palmitoleoyl-protein carboxylesterase NOTUM levels (NOTUM.8252.2.3)	palmitoleoyl-protein carboxylesterase NOTUM measurement	http://www.ebi.ac.uk/efo/EFO_0802842	Palmitoleoyl-protein carboxylesterase NOTUM	147111	ENSG00000185269	NOTUM	17	81952507	81963328	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
GCST90242195	9244-27	9244-27	PPT1	Palmitoyl-protein thioesterase 1 levels (PPT1.9244.27.3)	palmitoyl-protein thioesterase 1 measurement	http://www.ebi.ac.uk/efo/EFO_0801867	Palmitoyl-protein thioesterase 1	5538	ENSG00000131238	PPT1	1	40072710	40097267	-1	protein_coding	GRCh38	TRUE	FALSE	somascan_db_seqid	""	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
